,type,words_per_comment,variance_of_word_counts,i-e,n-s,t-f,j-p,0,1
2737,isfj,30.4,77.11560000000001,0,1,1,0,7.927763,1.9615453
2738,isfj,28.12,155.33,0,1,1,0,7.640679,3.6656194
2739,infj,29.64,113.7156,0,0,1,0,12.549276,5.7369018
2740,intp,22.0,170.01960000000003,0,0,0,1,11.301253,2.0381527
2741,infj,16.04,171.65959999999998,0,0,1,0,17.387754,6.896314
2742,infp,30.9,96.46559999999998,0,0,1,1,11.639938,4.4841022
2743,estp,19.5,196.69226608977826,1,1,0,1,11.624026,3.550743
2744,infp,32.02,74.2,0,0,1,1,10.661347,5.8407803
2745,infj,9.84,167.1701972242513,0,0,1,0,14.033428,5.324789
2746,intp,16.58,262.2714681440443,0,0,0,1,12.668217,1.5449815
2747,infp,24.1,150.91359999999997,0,0,1,1,10.905559,5.383869
2748,intp,23.8,175.0916,0,0,0,1,11.480636,1.9895049
2749,enfp,29.24,128.5316,1,0,1,1,9.117735,2.2542446
2750,infp,20.62,171.88,0,0,1,1,7.586015,1.9872944
2751,isfp,27.4,142.91559999999998,0,1,1,1,8.199624,2.8071938
2752,istp,19.12,164.97000000000003,0,1,0,1,8.634138,6.299081
2753,infj,29.08,115.37639999999998,0,0,1,0,11.351219,4.2180753
2754,intj,17.08,158.4564,0,0,0,0,14.536163,1.4448524
2755,infj,33.02,25.4,0,0,1,0,11.862331,1.1941705
2756,infj,26.42,123.4222222222222,0,0,1,0,11.158131,3.7968898
2757,infj,27.62,146.64,0,0,1,0,9.921903,4.163569
2758,entj,31.6,57.88359999999999,1,0,0,0,11.180345,0.14983344
2759,intp,26.68,164.9844,0,0,0,1,10.807769,3.032836
2760,isfp,29.4,137.6756,0,1,1,1,11.370039,5.3396354
2761,isfp,12.58,245.3264,0,1,1,1,12.63538,4.2742686
2762,infj,24.74,173.1616,0,0,1,0,15.269838,4.005981
2763,infp,31.5,73.7296,0,0,1,1,12.051944,5.168657
2764,infp,24.44,161.4836,0,0,1,1,8.507059,2.755525
2765,istj,9.8,156.6319444444444,0,1,0,0,13.64041,4.6562285
2766,infj,25.4,117.1956,0,0,1,0,8.589055,2.4189997
2767,enfp,31.8,75.25160000000001,1,0,1,1,9.8577585,5.4188123
2768,intj,34.32,27.769999999999996,0,0,0,0,7.7939997,1.3021201
2769,entp,18.82,144.4,1,0,0,1,9.989535,0.7689128
2770,infp,31.46,85.0864,0,0,1,1,10.535959,5.9375157
2771,istj,31.24,82.2916,0,1,0,0,7.594159,4.626344
2772,infp,22.62,112.12,0,0,1,1,14.69415,1.5168743
2773,intj,22.92,140.65,0,0,0,0,12.336254,1.2747436
2774,infp,29.42,99.63999999999999,0,0,1,1,10.901118,4.4570165
2775,intj,18.66,183.3504,0,0,0,0,12.537204,4.335958
2776,infp,26.2,148.5076,0,0,1,1,11.781954,3.8764653
2777,istp,28.0,137.3396,0,1,0,1,9.223652,2.2940974
2778,enfp,27.0,139.65960000000004,1,0,1,1,8.401246,4.874195
2779,istj,27.1,142.5536,0,1,0,0,7.7790294,4.474169
2780,infp,21.74,225.92159999999996,0,0,1,1,14.360597,1.9183931
2781,istj,17.42,129.29931972789115,0,1,0,0,8.779251,1.1591122
2782,isfj,31.94,74.7136,0,1,1,0,11.394901,3.8095336
2783,infj,24.18,152.8944,0,0,1,0,11.568776,1.9308088
2784,infp,25.02,172.12,0,0,1,1,11.320125,5.2339406
2785,entp,18.08,157.58857142857144,1,0,0,1,9.744577,0.11877036
2786,infj,34.8,81.29159999999999,0,0,1,0,10.111082,4.377968
2787,intp,17.0,175.13960000000003,0,0,0,1,12.263894,3.4673908
2788,infj,11.42,38.77777777777778,0,0,1,0,12.952147,3.1344075
2789,enfp,24.92,133.10095065640562,1,0,1,1,11.9788885,5.8543043
2790,istj,10.38,155.3904,0,1,0,0,12.728327,3.178072
2791,entp,32.36,65.3844,1,0,0,1,9.434831,0.7145065
2792,entp,16.48,129.3284,1,0,0,1,13.468772,3.8177547
2793,entp,30.4,102.8356,1,0,0,1,11.557962,2.290009
2794,intp,29.94,100.87360000000001,0,0,0,1,12.774534,1.4390247
2795,infj,28.64,125.79560000000001,0,0,1,0,15.198089,4.0466914
2796,infj,35.2,29.147599999999997,0,0,1,0,9.109906,4.4069047
2797,intp,15.44,100.60359999999999,0,0,0,1,12.724838,3.1586227
2798,infj,20.36,162.1044,0,0,1,0,8.73332,3.326347
2799,entp,34.34,48.53759999999999,1,0,0,1,9.503728,0.6118071
2800,istj,22.46,232.36862003780715,0,1,0,0,13.918348,5.3155117
2801,entp,3.04,48.12456597222222,1,0,0,1,9.865246,1.5684545
2802,intp,23.94,208.99360000000004,0,0,0,1,10.257347,1.5457451
2803,intj,26.68,139.4244,0,0,0,0,11.440725,4.024915
2804,entp,22.66,147.6704,1,0,0,1,9.667929,0.44503868
2805,infj,22.58,143.88639999999998,0,0,1,0,12.932762,3.0821247
2806,intp,23.78,192.3024,0,0,0,1,11.800745,2.7328086
2807,infp,26.38,155.1904,0,0,1,1,12.181283,4.590668
2808,infp,24.92,160.5263429752066,0,0,1,1,11.23737,4.937833
2809,infp,17.26,174.06240000000003,0,0,1,1,10.567998,1.5929453
2810,infj,24.38,162.43039999999996,0,0,1,0,10.688486,4.5444703
2811,intp,31.68,52.824400000000004,0,0,0,1,8.312965,1.7495184
2812,infj,22.96,135.49943310657596,0,0,1,0,10.491574,2.799937
2813,enfp,30.12,122.33,1,0,1,1,10.205834,4.797073
2814,infj,29.82,86.16,0,0,1,0,9.555365,2.6351583
2815,infp,31.64,62.11559999999999,0,0,1,1,12.12592,4.2638335
2816,infj,25.06,181.4384,0,0,1,0,10.097306,4.0560737
2817,infp,11.22,163.92,0,0,1,1,14.025321,3.1554415
2818,intj,26.64,96.63560000000001,0,0,0,0,8.848688,1.978714
2819,infp,33.04,35.4196,0,0,1,1,10.704195,3.0069757
2820,entp,8.98,79.99839999999999,1,0,0,1,12.783077,5.4873805
2821,enfj,26.52,201.41,1,0,1,0,12.28634,0.7637403
2822,intj,21.78,197.0224,0,0,0,0,12.025219,1.7015461
2823,infp,29.44,94.80359999999999,0,0,1,1,11.460005,4.976006
2824,infj,32.56,52.9284,0,0,1,0,8.979886,3.2998583
2825,infj,27.18,186.73440000000002,0,0,1,0,9.118236,4.2614174
2826,infj,23.66,179.07039999999998,0,0,1,0,11.751997,5.992286
2827,intp,29.18,57.901041666666664,0,0,0,1,10.3211,2.16672
2828,infj,29.7,95.4976,0,0,1,0,9.320185,7.082361
2829,isfp,15.86,198.1344,0,1,1,1,7.960234,3.347569
2830,intj,21.16,201.52039999999997,0,0,0,0,11.183256,0.7900257
2831,intj,26.92,128.01,0,0,0,0,11.968442,0.75360966
2832,intp,20.74,220.7216,0,0,0,1,10.493889,2.2579916
2833,entp,23.78,124.10884353741497,1,0,0,1,10.944562,3.6298127
2834,infp,21.72,135.17000000000002,0,0,1,1,9.494452,3.5445428
2835,intp,9.44,152.6436,0,0,0,1,11.724666,3.155314
2836,enfp,32.0,70.8996,1,0,1,1,10.760825,4.803409
2837,istp,18.4,145.1556,0,1,0,1,12.983231,2.788533
2838,intp,30.84,92.7476,0,0,0,1,10.209138,1.862688
2839,enfp,24.66,177.5504,1,0,1,1,12.326895,5.981057
2840,isfj,23.08,206.29640000000003,0,1,1,0,14.491767,1.5905776
2841,infp,14.48,121.72840000000001,0,0,1,1,14.430677,1.9339275
2842,infp,26.42,161.68,0,0,1,1,10.70908,6.1844807
2843,entp,27.0,142.0996,1,0,0,1,14.400507,1.1391184
2844,infp,21.38,174.1104,0,0,1,1,9.55133,5.06554
2845,esfp,27.96,140.8564,1,1,1,1,9.292152,2.5018744
2846,entp,31.04,94.6996,1,0,0,1,9.379247,0.9138524
2847,infp,27.7,153.33759999999998,0,0,1,1,10.098631,2.9416244
2848,infj,20.24,173.8116,0,0,1,0,8.566698,1.6115707
2849,entp,17.12,105.75760099958352,1,0,0,1,12.372966,2.9491024
2850,infj,26.5,206.4896,0,0,1,0,8.724498,3.5796893
2851,enfj,26.3,130.9216,1,0,1,0,8.434539,5.179815
2852,infp,22.64,177.8356,0,0,1,1,10.596759,4.983913
2853,entp,29.44,169.4436,1,0,0,1,8.456322,6.4281964
2854,infj,29.62,168.8,0,0,1,0,9.481143,4.1846695
2855,infj,28.92,117.17000000000002,0,0,1,0,11.299335,2.30721
2856,intj,27.24,163.25159999999997,0,0,0,0,11.356317,2.4899237
2857,infp,20.28,218.0566430653894,0,0,1,1,14.135126,4.570677
2858,infj,17.9,154.5456,0,0,1,0,12.923488,3.6899247
2859,intp,20.8,164.9254320987654,0,0,0,1,12.84209,1.3777825
2860,intp,20.94,143.6275,0,0,0,1,11.120789,1.755106
2861,infp,27.18,202.7344,0,0,1,1,10.98695,4.62454
2862,enfj,11.78,164.10240000000002,1,0,1,0,12.593221,4.6453013
2863,infj,28.36,167.70440000000002,0,0,1,0,9.324646,3.4999657
2864,entp,24.26,137.7424,1,0,0,1,9.731937,0.34403396
2865,istp,18.24,174.01160000000004,0,1,0,1,8.704086,6.4318027
2866,intp,29.32,133.53,0,0,0,1,10.303256,1.7896966
2867,isfp,19.4,174.885847107438,0,1,1,1,7.9930058,3.412517
2868,entp,30.92,39.45,1,0,0,1,8.191061,1.0123903
2869,infp,29.7,129.5776,0,0,1,1,10.9183,3.4931917
2870,infp,19.56,180.64839999999995,0,0,1,1,12.075157,0.7533654
2871,entp,26.32,146.09,1,0,0,1,14.898569,3.5955567
2872,entp,33.92,98.04999999999998,1,0,0,1,9.844909,0.79104006
2873,intj,15.4,133.2356,0,0,0,0,4.792267,2.6802526
2874,entp,22.62,182.44421487603304,1,0,0,1,9.91558,0.075427055
2875,infj,29.76,115.83239999999999,0,0,1,0,11.247954,3.6001122
2876,intj,1.96,54.18359375,0,0,0,0,13.445733,3.6150603
2877,entp,28.06,124.91840000000002,1,0,0,1,10.644829,4.319816
2878,infj,30.36,98.86439999999999,0,0,1,0,9.725003,3.920999
2879,estj,29.4,208.40320098491847,1,1,0,0,7.8153744,1.3282003
2880,entp,24.18,105.61439999999999,1,0,0,1,9.602298,0.5585071
2881,enfp,23.84,199.98760000000001,1,0,1,1,11.669511,5.516527
2882,infj,24.82,170.40000000000003,0,0,1,0,9.111311,3.67538
2883,intp,27.56,126.96839999999999,0,0,0,1,9.115783,2.2340508
2884,infp,32.14,111.4656,0,0,1,1,9.550971,4.01745
2885,enfp,28.56,137.40840000000003,1,0,1,1,10.8242,2.7515252
2886,isfp,19.26,188.1024,0,1,1,1,4.9096265,2.6726937
2887,intj,32.74,63.721599999999995,0,0,0,0,7.582247,2.977884
2888,istp,13.8,158.1316,0,1,0,1,8.789155,6.1848354
2889,isfp,32.1,83.6336,0,1,1,1,8.711749,3.810697
2890,infj,32.58,43.04639999999999,0,0,1,0,14.689887,1.4377486
2891,infp,18.96,202.0564,0,0,1,1,11.409242,4.342965
2892,infj,29.66,110.9956,0,0,1,0,9.086019,2.2520797
2893,infp,30.48,92.6884,0,0,1,1,11.290407,3.9126077
2894,isfj,16.2,187.1719214753123,0,1,1,0,7.7781878,1.1547996
2895,intp,4.82,146.88888888888889,0,0,0,1,12.790434,3.0457826
2896,intp,26.0,140.2596,0,0,0,1,12.335024,3.5331755
2897,isfp,25.1,188.27360000000002,0,1,1,1,11.7831335,5.9528017
2898,intp,20.72,133.77,0,0,0,1,11.764903,3.2168407
2899,infj,10.76,88.07239999999997,0,0,1,0,4.7568045,2.7092886
2900,istp,31.2,110.1476,0,1,0,1,8.374092,6.4776945
2901,intj,9.6,148.34467120181404,0,0,0,0,14.1865225,5.3872423
2902,intj,24.76,155.7124,0,0,0,0,11.231171,1.897037
2903,esfp,12.96,151.81344307270234,1,1,1,1,13.16115,3.6695042
2904,entp,20.8,200.76084949215144,1,0,0,1,11.1277075,3.348927
2905,enfp,32.8,81.6116,1,0,1,1,11.925745,1.6197023
2906,infj,30.82,93.8,0,0,1,0,9.545724,3.8793464
2907,infj,27.86,139.49439999999998,0,0,1,0,9.897874,3.9792423
2908,infj,24.24,235.97159999999997,0,0,1,0,9.894977,0.72379005
2909,infj,22.7,116.97759999999998,0,0,1,0,17.880428,7.2662816
2910,intp,29.58,95.40640000000003,0,0,0,1,11.028206,2.209776
2911,isfj,27.52,134.01,0,1,1,0,7.821837,3.6220202
2912,infp,5.74,139.20415224913495,0,0,1,1,13.286539,3.9522305
2913,infp,27.74,138.6816,0,0,1,1,10.571766,5.2048225
2914,intp,17.42,191.59999999999994,0,0,0,1,12.315529,3.7301269
2915,infp,17.1,182.1536,0,0,1,1,12.432979,4.359503
2916,isfp,27.48,159.04840000000002,0,1,1,1,10.100372,4.010723
2917,infp,27.26,154.3024,0,0,1,1,10.250226,5.1401935
2918,intj,28.7,95.5776,0,0,0,0,14.4925585,3.3124614
2919,infj,26.22,99.20659722222221,0,0,1,0,14.125812,5.513135
2920,entp,28.56,88.8484,1,0,0,1,14.713831,1.2911813
2921,infj,26.84,183.18759999999997,0,0,1,0,10.856973,4.4237347
2922,infp,29.04,117.13960000000002,0,0,1,1,14.141376,2.126717
2923,isfj,20.58,205.1264,0,1,1,0,12.263457,3.3117008
2924,infj,21.1,217.47359999999998,0,0,1,0,15.194409,4.0803657
2925,infj,26.34,95.0976,0,0,1,0,11.056709,3.1289334
2926,enfp,25.94,151.3536,1,0,1,1,9.716611,5.88331
2927,infp,28.96,142.9364,0,0,1,1,15.537954,1.7208408
2928,isfj,26.48,132.12839999999997,0,1,1,0,8.854974,3.023922
2929,enfp,27.26,242.044677734375,1,0,1,1,8.6994505,1.9167761
2930,intj,28.34,149.8176,0,0,0,0,14.188158,5.4947224
2931,intj,31.54,82.7296,0,0,0,0,10.346183,3.712787
2932,intj,29.68,101.54439999999998,0,0,0,0,11.970591,1.0123869
2933,infj,25.44,132.4436,0,0,1,0,8.6976,1.7455069
2934,infp,24.06,174.7584,0,0,1,1,12.190223,4.7050123
2935,infp,23.28,160.8324,0,0,1,1,10.667238,5.8135757
2936,infp,34.72,40.290000000000006,0,0,1,1,10.924306,4.520984
2937,infj,22.66,173.2304,0,0,1,0,10.028141,4.6761117
2938,intp,21.72,163.73,0,0,0,1,9.94788,2.3656113
2939,infp,19.0,198.2996,0,0,1,1,12.278114,3.7844834
2940,intj,25.68,135.1844,0,0,0,0,14.341118,5.668874
2941,entp,25.16,178.72040000000004,1,0,0,1,10.001835,0.4385308
2942,enfp,18.78,167.4624,1,0,1,1,4.9688478,2.667049
2943,entp,23.24,144.8516,1,0,0,1,12.577161,3.0548968
2944,intj,32.04,68.85960000000001,0,0,0,0,8.43422,1.2920009
2945,infj,28.32,77.13,0,0,1,0,10.35075,4.3121767
2946,infj,14.82,173.96,0,0,1,0,8.448488,3.0512514
2947,istp,21.3,163.6016,0,1,0,1,8.5697975,6.3254685
2948,intj,22.1,143.39360000000002,0,0,0,0,11.262956,3.8884664
2949,intp,15.48,92.73520710059172,0,0,0,1,8.599115,1.4030246
2950,intj,25.58,107.34404536862003,0,0,0,0,11.685882,1.6493866
2951,intp,19.48,187.4884,0,0,0,1,10.495756,2.042039
2952,infj,19.3,185.44159999999997,0,0,1,0,10.984669,3.57837
2953,isfj,14.2,173.74759999999998,0,1,1,0,7.985924,2.2364056
2954,enfp,18.38,185.59039999999996,1,0,1,1,12.730863,4.0323844
2955,istj,29.3,81.0016,0,1,0,0,8.108148,1.2957696
2956,esfp,31.08,89.77640000000001,1,1,1,1,9.922531,4.539049
2957,intp,25.86,168.1744,0,0,0,1,8.831854,1.936298
2958,intp,14.74,123.52537722908093,0,0,0,1,10.005066,2.9154596
2959,infj,30.36,121.90439999999998,0,0,1,0,9.717082,4.0737987
2960,istp,30.86,79.17439999999999,0,1,0,1,12.858267,1.3339708
2961,enfj,31.08,128.8164,1,0,1,0,8.771549,4.9993243
2962,entp,25.98,264.0,1,0,0,1,11.739321,3.7501857
2963,infj,17.76,174.6724,0,0,1,0,11.941175,4.7309017
2964,infj,15.44,154.3236,0,0,1,0,12.445465,4.885332
2965,infp,27.18,121.25439999999999,0,0,1,1,11.646425,4.5162435
2966,enfp,23.9,155.7056,1,0,1,1,9.7413,5.8184147
2967,infp,28.86,146.97439999999997,0,0,1,1,10.033078,5.2082477
2968,intp,19.64,185.3956,0,0,0,1,10.359185,2.001817
2969,infp,28.42,142.64000000000001,0,0,1,1,10.435343,5.3243036
2970,enfp,29.66,108.51039999999999,1,0,1,1,9.691378,5.8786635
2971,estp,24.02,157.64,1,1,0,1,9.643085,2.839975
2972,infj,27.62,74.8,0,0,1,0,11.222581,4.3137326
2973,infp,15.48,166.04840000000002,0,0,1,1,11.678936,4.9730406
2974,infj,19.64,174.3556,0,0,1,0,12.730744,4.925362
2975,estp,11.76,118.19239999999999,1,1,0,1,13.138852,4.4121585
2976,infj,24.42,139.16,0,0,1,0,11.412186,2.9505863
2977,intp,32.76,55.5924,0,0,0,1,8.731483,3.855398
2978,intp,19.44,173.4836,0,0,0,1,9.891541,1.8536896
2979,intp,25.66,128.67040000000003,0,0,0,1,11.8658085,3.0615454
2980,infp,26.14,180.9456,0,0,1,1,15.140084,1.4948962
2981,intp,26.82,127.05839746491625,0,0,0,1,10.694458,1.6658355
2982,enfp,26.0,169.21959999999999,1,0,1,1,11.421573,4.1300893
2983,intj,20.9,196.9856,0,0,0,0,11.9503975,2.0638487
2984,istj,18.4,253.1956,0,1,0,0,15.766303,3.8930645
2985,infj,28.02,141.64,0,0,1,0,10.007324,3.1492977
2986,infj,27.56,124.04840000000002,0,0,1,0,10.317396,2.3882287
2987,intj,19.02,178.24,0,0,0,0,12.389138,2.1435137
2988,isfj,24.98,101.87074829931973,0,1,1,0,12.782492,4.4471474
2989,infp,18.74,179.7616,0,0,1,1,12.679042,4.187031
2990,infj,11.64,204.3956,0,0,1,0,13.151656,3.2666879
2991,infp,29.78,88.1024,0,0,1,1,10.672698,5.410524
2992,isfj,23.78,156.3024,0,1,1,0,17.840483,7.2352257
2993,entj,26.38,140.63040000000004,1,0,0,0,11.304115,0.7324883
2994,entp,17.08,213.13639999999998,1,0,0,1,12.573129,3.3470678
2995,infp,31.04,62.4596,0,0,1,1,8.390715,2.075858
2996,istp,20.42,179.4,0,1,0,1,8.569593,6.274219
2997,infj,29.38,139.4304,0,0,1,0,10.682972,3.801952
2998,istp,28.02,137.32,0,1,0,1,11.649814,3.2767286
2999,intp,18.92,130.57268078889703,0,0,0,1,10.329007,2.3283544
3000,intp,28.7,117.65759999999999,0,0,0,1,11.855662,3.2802634
3001,infj,29.9,121.34559999999999,0,0,1,0,11.037143,4.3156476
3002,isfp,22.44,147.4836,0,1,1,1,12.616628,3.5163898
3003,infj,18.38,246.47039999999993,0,0,1,0,9.759031,5.0589743
3004,entp,27.0,174.1796,1,0,0,1,13.113153,2.7493105
3005,infj,32.88,58.24040000000001,0,0,1,0,8.933053,3.3982263
3006,infj,32.36,49.70439999999999,0,0,1,0,8.867869,2.1606479
3007,intp,12.9,161.34,0,0,0,1,7.736715,2.0249796
3008,infj,26.9,152.98559999999998,0,0,1,0,15.156405,1.3837453
3009,estp,27.58,112.0464,1,1,0,1,9.399358,2.815724
3010,infj,14.78,157.3824,0,0,1,0,12.504425,4.0499945
3011,infj,30.06,107.3584,0,0,1,0,9.46826,6.763048
3012,infj,23.72,41.593864134404676,0,0,1,0,11.298975,4.407635
3013,intj,25.18,180.37440000000004,0,0,0,0,11.162237,3.6
3014,infp,25.96,131.3764,0,0,1,1,12.0155945,4.5283504
3015,infj,21.48,160.8884,0,0,1,0,8.558282,3.0967064
3016,infp,23.02,175.32,0,0,1,1,11.136553,3.1103625
3017,enfp,17.56,182.96839999999997,1,0,1,1,7.4939313,2.0920224
3018,intp,23.36,203.0244,0,0,0,1,9.214833,3.9734678
3019,infj,33.24,64.2116,0,0,1,0,8.975666,2.9266858
3020,entj,25.94,92.3536,1,0,0,0,11.955294,0.6868011
3021,intj,9.54,125.88960000000002,0,0,0,0,14.088023,5.260647
3022,intj,15.74,149.4416,0,0,0,0,12.30873,2.612963
3023,estp,6.3,161.36094674556213,1,1,0,1,15.06814,1.9310673
3024,enfp,24.3,173.48159999999996,1,0,1,1,15.308786,4.114828
3025,infp,28.54,100.88960000000002,0,0,1,1,10.482947,6.025199
3026,esfj,29.74,114.2016,1,1,1,0,7.955218,4.2884974
3027,entp,20.6,190.4436,1,0,0,1,12.144814,2.4624803
3028,enfj,25.34,134.1376,1,0,1,0,15.486711,1.921718
3029,infp,26.46,134.16639999999998,0,0,1,1,15.153826,2.2708588
3030,enfp,29.42,89.36,1,0,1,1,12.245339,0.8772309
3031,intp,27.94,146.59359999999998,0,0,0,1,10.278013,2.2880352
3032,intp,29.18,121.8944,0,0,0,1,10.743406,2.7652967
3033,intj,15.42,187.96,0,0,0,0,12.298454,1.9154794
3034,infj,28.26,102.2224,0,0,1,0,10.92777,4.2943487
3035,infp,31.06,86.9184,0,0,1,1,10.206801,4.1900463
3036,isfj,16.72,177.53,0,1,1,0,13.616841,4.298179
3037,infp,5.94,162.38888888888889,0,0,1,1,13.262711,3.420996
3038,infp,24.3,160.80340264650283,0,0,1,1,10.631956,2.1276226
3039,infp,29.26,139.0224,0,0,1,1,10.928105,3.5559845
3040,intp,28.28,115.2324,0,0,0,1,10.070241,1.7782987
3041,intj,20.16,128.71137409598947,0,0,0,0,12.146586,1.6890658
3042,isfp,27.9,147.10559999999998,0,1,1,1,9.349797,7.0724797
3043,enfp,32.14,72.0256,1,0,1,1,11.640267,5.957091
3044,istj,21.8,259.1141666666667,0,1,0,0,10.672515,3.2880352
3045,istp,16.28,128.31240000000003,0,1,0,1,12.920197,5.6955566
3046,intj,25.52,137.45,0,0,0,0,12.169578,2.2918196
3047,infp,26.82,136.16000000000003,0,0,1,1,12.088987,4.6178174
3048,infj,33.82,47.84,0,0,1,0,8.791143,3.1677206
3049,isfp,15.18,213.6301652892562,0,1,1,1,7.803991,3.0013938
3050,istp,28.28,122.75240000000002,0,1,0,1,12.040748,2.9824934
3051,infj,26.46,114.76640000000002,0,0,1,0,10.362196,5.890325
3052,estp,26.22,149.84,1,1,0,1,7.5860553,4.5570574
3053,infp,30.58,89.4464,0,0,1,1,10.408408,3.9341254
3054,infp,20.68,174.62439999999995,0,0,1,1,12.56691,5.4532604
3055,intp,27.88,126.8404,0,0,0,1,11.975645,3.4927635
3056,infp,25.98,129.99840000000003,0,0,1,1,10.649756,6.233814
3057,infp,26.58,125.44640000000001,0,0,1,1,11.807931,5.0230546
3058,infp,27.26,93.0624,0,0,1,1,9.705898,3.6157427
3059,infp,30.66,79.6304,0,0,1,1,10.062234,4.8308578
3060,infj,30.88,96.8004,0,0,1,0,8.934181,3.8927498
3061,intj,29.72,92.85,0,0,0,0,8.059488,1.2646356
3062,infp,27.98,146.4384,0,0,1,1,10.168745,5.3847947
3063,infp,26.64,188.19559999999998,0,0,1,1,8.763151,2.1244805
3064,enfp,31.68,112.78439999999999,1,0,1,1,9.613069,5.4319625
3065,infj,23.26,103.18869165023011,0,0,1,0,9.344518,3.3126106
3066,isfp,25.42,157.80340264650283,0,1,1,1,12.642838,4.387158
3067,entp,19.96,172.2964,1,0,0,1,12.717923,5.565288
3068,enfp,22.12,164.53,1,0,1,1,12.186226,5.5557747
3069,infp,9.98,118.5984,0,0,1,1,12.924288,3.9383163
3070,enfp,15.72,119.0615234375,1,0,1,1,14.59316,4.0009136
3071,intj,21.74,195.5616,0,0,0,0,11.414977,2.0518122
3072,intj,5.56,97.41000000000001,0,0,0,0,12.798293,3.095932
3073,intp,29.92,116.60999999999999,0,0,0,1,17.282957,6.8152895
3074,intp,29.5,97.2896,0,0,0,1,10.8884325,1.7629625
3075,entj,15.7,186.25760000000002,1,0,0,0,13.382559,3.1549861
3076,infj,32.78,52.062400000000004,0,0,1,0,8.513315,5.9498777
3077,infp,26.46,121.9664,0,0,1,1,12.0005245,3.486466
3078,infj,14.72,174.45,0,0,1,0,12.066397,4.7552195
3079,istp,26.6,115.72359999999999,0,1,0,1,9.307139,2.2049613
3080,entj,25.06,126.9184,1,0,0,0,10.347341,3.62121
3081,estp,35.06,62.438399999999994,1,1,0,1,15.100603,1.6494896
3082,enfp,34.0,76.0196,1,0,1,1,9.997339,5.099992
3083,intp,28.26,117.0624,0,0,0,1,10.10513,1.5896375
3084,infp,13.68,202.2644,0,0,1,1,12.472966,4.3929577
3085,infj,20.72,171.73,0,0,1,0,15.051158,1.5092348
3086,intp,17.52,171.69,0,0,0,1,11.321052,3.6058927
3087,infp,21.22,174.41950113378687,0,0,1,1,10.013253,5.1571097
3088,entp,31.3,50.601600000000005,1,0,0,1,12.795207,2.0943239
3089,intp,16.28,166.52728029987503,0,0,0,1,10.293312,1.8279563
3090,entj,30.28,86.91239999999999,1,0,0,0,11.178672,0.5719049
3091,entp,29.04,106.73960000000001,1,0,0,1,11.21182,3.7821198
3092,intj,3.68,154.69333333333333,0,0,0,0,12.959488,3.2128458
3093,entj,8.06,147.79840000000002,1,0,0,0,12.609881,3.9571118
3094,intp,24.32,141.05,0,0,0,1,11.474751,1.7954544
3095,intj,25.24,171.73159999999996,0,0,0,0,12.19986,3.4123793
3096,infj,26.5,130.2896,0,0,1,0,14.672403,3.4621263
3097,intj,27.94,143.5936,0,0,0,0,10.815577,4.713868
3098,infp,28.24,167.7716,0,0,1,1,12.356428,4.922698
3099,infj,30.14,125.42560000000002,0,0,1,0,9.070261,3.630213
3100,infp,33.42,56.8,0,0,1,1,8.846442,2.0997336
3101,entj,9.34,214.34467120181407,1,0,0,0,11.119894,0.24074805
3102,istj,26.66,148.51039999999998,0,1,0,0,12.110956,3.5869627
3103,entp,30.32,71.41000000000001,1,0,0,1,12.521263,4.4787908
3104,intj,20.18,125.98857142857143,0,0,0,0,12.254189,1.6291958
3105,infj,31.5,87.52960000000002,0,0,1,0,9.932382,4.008687
3106,infj,28.42,161.00000000000003,0,0,1,0,11.828202,4.407461
3107,intp,19.02,167.32,0,0,0,1,11.998265,3.6474886
3108,estp,23.58,176.4064,1,1,0,1,9.39612,2.4035294
3109,intj,30.46,53.8864,0,0,0,0,11.228407,1.5909696
3110,isfj,25.36,169.3044,0,1,1,0,7.73517,2.2217817
3111,istp,12.46,157.3264,0,1,0,1,12.880503,3.6955209
3112,infp,20.2,183.38760000000002,0,0,1,1,12.405985,4.603802
3113,infp,28.84,126.94760000000001,0,0,1,1,14.862957,1.2227273
3114,intj,26.4,132.6756,0,0,0,0,11.091052,3.070432
3115,esfp,14.92,144.69678953626632,1,1,1,1,8.14884,2.481042
3116,infp,32.22,76.24,0,0,1,1,10.53434,4.7764807
3117,isfp,26.06,157.8384,0,1,1,1,5.0003195,2.6604419
3118,intj,22.52,201.65,0,0,0,0,11.890779,2.9635203
3119,infj,25.56,145.2484,0,0,1,0,8.234121,2.2565444
3120,entp,22.32,166.9143990929705,1,0,0,1,12.291485,3.6999173
3121,enfp,29.96,104.53640000000001,1,0,1,1,11.949221,1.7006232
3122,esfp,27.1,134.5536,1,1,1,1,11.134815,2.5515766
3123,intp,20.44,204.2836,0,0,0,1,12.244908,2.9483316
3124,infp,8.68,179.70440000000002,0,0,1,1,13.0709505,3.4807777
3125,intj,4.24,204.46913580246914,0,0,0,0,10.135664,0.31348956
3126,esfp,20.24,191.5316,1,1,1,1,15.453056,3.72125
3127,intp,24.52,170.29,0,0,0,1,11.923197,3.0705502
3128,entj,31.42,82.48,1,0,0,0,11.149297,0.30014122
3129,intp,12.32,181.474435196195,0,0,0,1,14.9333725,2.3782933
3130,infj,28.94,146.1536,0,0,1,0,9.183028,3.8051705
3131,intj,21.26,210.75147125396109,0,0,0,0,13.206193,3.7527983
3132,enfp,28.2,181.82760000000002,1,0,1,1,11.591044,4.081851
